Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,189122.URLChooser,claude-4-5-haiku/189122.py,8.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,,,,43.0,26.0,43.0,43.0,396.0,58.0,276.0,101.0,222.0,62.0,,,221.0,100.0,168.0,,,,,,27.0,27.0,28.0,28.0,1.0,0.0,4.0,0.22,99.0,99.0,109.0,109.0,45.0,189122.py,189122.URLChooser:::189122.py
Class,189127.EdfWriter,claude-4-5-haiku/189127.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,,,,,40.0,5.0,40.0,40.0,201.0,41.0,160.0,48.0,119.0,0.0,,,154.0,48.0,113.0,,,,,,11.0,11.0,11.0,11.0,1.0,0.0,2.0,0.0,75.0,75.0,75.0,75.0,40.0,189127.py,189127.EdfWriter:::189127.py
Class,189323.DataRule,claude-4-5-haiku/189323.py,12.0,0.0,12.0,0.0,4.0,4.0,5.0,5.0,3.0,0.0,2.0,0.0,0.0,,,,,2.0,4.0,2.0,2.0,26.0,3.0,23.0,8.0,19.0,0.0,,,21.0,8.0,17.0,,,,,,7.0,7.0,8.0,8.0,7.0,0.0,2.0,0.0,12.0,12.0,15.0,15.0,9.0,189323.py,189323.DataRule:::189323.py
Class,189406.WorksContainer,claude-4-5-haiku/189406.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,8.0,2.0,8.0,8.0,76.0,8.0,37.0,18.0,23.0,31.0,,,29.0,13.0,20.0,,,,,,6.0,6.0,7.0,7.0,6.0,0.0,3.0,0.84,16.0,16.0,18.0,18.0,13.0,189406.py,189406.WorksContainer:::189406.py
Class,189413.Gamma,claude-4-5-haiku/189413.py,15.0,2.0,12.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,,,,,6.0,14.0,7.0,7.0,245.0,27.0,87.0,46.0,69.0,131.0,,,78.0,43.0,63.0,,,,,,9.0,9.0,9.0,9.0,3.0,0.0,4.0,1.51,26.0,26.0,26.0,26.0,9.0,189413.py,189413.Gamma:::189413.py
Class,189414.Geary,claude-4-5-haiku/189414.py,25.0,5.0,18.0,2.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,,,,,6.0,18.0,7.0,7.0,264.0,44.0,129.0,76.0,111.0,91.0,,,119.0,74.0,103.0,,,,,,13.0,13.0,14.0,14.0,1.0,0.0,4.0,0.71,33.0,33.0,34.0,34.0,7.0,189414.py,189414.Geary:::189414.py
Class,189417.G,claude-4-5-haiku/189417.py,32.0,6.0,18.0,8.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,16.0,5.0,5.0,239.0,34.0,92.0,54.0,79.0,113.0,,,83.0,52.0,72.0,,,,,,12.0,12.0,12.0,12.0,1.0,0.0,4.0,1.23,22.0,22.0,22.0,22.0,5.0,189417.py,189417.G:::189417.py
Class,189418.G_Local,claude-4-5-haiku/189418.py,26.0,6.0,20.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,,,,,6.0,22.0,7.0,7.0,314.0,49.0,143.0,68.0,124.0,122.0,,,125.0,66.0,108.0,,,,,,12.0,12.0,12.0,12.0,1.0,0.0,4.0,0.85,36.0,36.0,36.0,36.0,7.0,189418.py,189418.G_Local:::189418.py
Class,189419.Join_Counts,claude-4-5-haiku/189419.py,26.0,5.0,18.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,25.0,6.0,6.0,284.0,37.0,113.0,65.0,93.0,135.0,,,98.0,63.0,80.0,,,,,,12.0,12.0,12.0,12.0,1.0,0.0,4.0,1.19,24.0,24.0,26.0,26.0,6.0,189419.py,189419.Join_Counts:::189419.py
Class,189438.Headbanging_Median_Rate,claude-4-5-haiku/189438.py,23.0,2.0,14.0,6.0,6.0,6.0,6.0,6.0,2.0,0.0,4.0,0.0,0.0,,,,,4.0,7.0,5.0,5.0,182.0,15.0,74.0,34.0,64.0,93.0,,,68.0,33.0,60.0,,,,,,8.0,8.0,8.0,8.0,5.0,0.0,4.0,1.26,28.0,28.0,30.0,30.0,9.0,189438.py,189438.Headbanging_Median_Rate:::189438.py
Class,189439.Headbanging_Triples,claude-4-5-haiku/189439.py,21.0,6.0,15.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,,,,,4.0,8.0,4.0,4.0,182.0,27.0,62.0,41.0,53.0,93.0,,,62.0,41.0,53.0,,,,,,9.0,9.0,10.0,10.0,8.0,0.0,5.0,1.5,16.0,16.0,17.0,17.0,15.0,189439.py,189439.Headbanging_Triples:::189439.py
Class,189458.CastepCell,claude-4-5-haiku/189458.py,28.0,6.0,22.0,0.0,6.0,6.0,7.0,7.0,3.0,0.0,3.0,0.0,0.0,,,,,3.0,2.0,5.0,5.0,183.0,39.0,134.0,47.0,122.0,11.0,,,120.0,42.0,111.0,,,,,,12.0,12.0,16.0,16.0,7.0,0.0,4.0,0.08,36.0,36.0,43.0,43.0,16.0,189458.py,189458.CastepCell:::189458.py
Class,189459.CastepPhonon,claude-4-5-haiku/189459.py,54.0,6.0,36.0,12.0,11.0,11.0,12.0,12.0,4.0,0.0,6.0,0.0,0.0,,,,,3.0,6.0,4.0,4.0,225.0,29.0,146.0,55.0,135.0,52.0,,,130.0,52.0,120.0,,,,,,29.0,29.0,32.0,32.0,8.0,0.0,10.0,0.36,43.0,43.0,48.0,48.0,14.0,189459.py,189459.CastepPhonon:::189459.py
Class,189461.QuestaalSite,claude-4-5-haiku/189461.py,30.0,5.0,24.0,2.0,6.0,6.0,7.0,7.0,1.0,0.0,4.0,0.0,0.0,,,,,2.0,8.0,3.0,3.0,101.0,17.0,74.0,41.0,66.0,10.0,,,62.0,38.0,56.0,,,,,,14.0,14.0,17.0,17.0,1.0,0.0,4.0,0.14,19.0,19.0,22.0,22.0,3.0,189461.py,189461.QuestaalSite:::189461.py
Class,189463.SDOSPlotter,claude-4-5-haiku/189463.py,100.0,11.0,44.0,45.0,11.0,11.0,13.0,13.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,2.0,3.0,3.0,325.0,36.0,135.0,43.0,124.0,154.0,,,93.0,42.0,83.0,,,,,,24.0,24.0,26.0,26.0,1.0,0.0,6.0,1.14,32.0,32.0,38.0,38.0,3.0,189463.py,189463.SDOSPlotter:::189463.py
Class,189464.SOpticsPlotter,claude-4-5-haiku/189464.py,69.0,10.0,43.0,16.0,14.0,14.0,19.0,19.0,1.0,0.0,4.0,0.0,0.0,,,,,2.0,4.0,2.0,2.0,172.0,23.0,88.0,25.0,83.0,61.0,,,72.0,24.0,68.0,,,,,,24.0,24.0,33.0,33.0,1.0,0.0,6.0,0.69,28.0,28.0,38.0,38.0,2.0,189464.py,189464.SOpticsPlotter:::189464.py
Abstract Class,189469.Kpath,claude-4-5-haiku/189469.py,20.0,2.0,11.0,7.0,4.0,4.0,4.0,4.0,2.0,0.0,6.0,0.0,0.0,,,,,9.0,6.0,10.0,10.0,255.0,36.0,126.0,58.0,101.0,93.0,,,108.0,51.0,90.0,,,,,,15.0,15.0,17.0,17.0,8.0,0.0,5.0,0.74,40.0,40.0,42.0,42.0,27.0,189469.py,189469.Kpath:::189469.py
Class,189484.ANSIColorParser,claude-4-5-haiku/189484.py,16.0,3.0,11.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,91.0,20.0,54.0,27.0,43.0,17.0,,,51.0,27.0,40.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,2.0,0.31,14.0,14.0,14.0,14.0,5.0,189484.py,189484.ANSIColorParser:::189484.py
Class,189487.KeyMap,claude-4-5-haiku/189487.py,31.0,3.0,28.0,0.0,7.0,7.0,8.0,8.0,7.0,0.0,2.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,65.0,8.0,56.0,6.0,53.0,1.0,,,25.0,6.0,22.0,,,,,,12.0,12.0,15.0,15.0,12.0,0.0,2.0,0.02,13.0,13.0,16.0,16.0,13.0,189487.py,189487.KeyMap:::189487.py
Class,189494.Chunk,claude-4-5-haiku/189494.py,6.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,,,,,12.0,2.0,12.0,12.0,83.0,17.0,58.0,26.0,40.0,8.0,,,50.0,20.0,36.0,,,,,,6.0,6.0,6.0,6.0,3.0,0.0,3.0,0.14,24.0,24.0,27.0,27.0,19.0,189494.py,189494.Chunk:::189494.py
Class,189509.World,claude-4-5-haiku/189509.py,7.0,1.0,6.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,5.0,5.0,5.0,5.0,39.0,8.0,29.0,15.0,23.0,2.0,,,29.0,15.0,23.0,,,,,,3.0,3.0,4.0,4.0,1.0,0.0,2.0,0.07,10.0,10.0,12.0,12.0,5.0,189509.py,189509.World:::189509.py
Class,189511.Snake,claude-4-5-haiku/189511.py,11.0,1.0,9.0,1.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,6.0,8.0,6.0,6.0,73.0,13.0,56.0,21.0,49.0,5.0,,,52.0,21.0,45.0,,,,,,9.0,9.0,13.0,13.0,3.0,0.0,2.0,0.09,21.0,21.0,27.0,27.0,8.0,189511.py,189511.Snake:::189511.py
Class,189512.ANSIHTMLParser,claude-4-5-haiku/189512.py,18.0,2.0,15.0,2.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,97.0,13.0,75.0,21.0,69.0,9.0,,,54.0,21.0,48.0,,,,,,14.0,14.0,16.0,16.0,1.0,0.0,4.0,0.12,21.0,21.0,23.0,23.0,5.0,189512.py,189512.ANSIHTMLParser:::189512.py
Class,189515.Board,claude-4-5-haiku/189515.py,6.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,,,,,11.0,4.0,11.0,11.0,104.0,16.0,67.0,36.0,51.0,21.0,,,62.0,32.0,50.0,,,,,,7.0,7.0,11.0,11.0,7.0,0.0,2.0,0.31,26.0,26.0,30.0,30.0,17.0,189515.py,189515.Board:::189515.py
Class,189550.Actor,claude-4-5-haiku/189550.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,3.0,3.0,3.0,21.0,3.0,15.0,7.0,11.0,3.0,,,13.0,7.0,9.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.2,5.0,5.0,5.0,5.0,3.0,189550.py,189550.Actor:::189550.py
Class,189557.ExternalDocumentRef,claude-4-5-haiku/189557.py,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,6.0,1.0,5.0,5.0,3.0,0.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,189557.py,189557.ExternalDocumentRef:::189557.py
Class,189559.File,claude-4-5-haiku/189559.py,13.0,0.0,13.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,12.0,1.0,1.0,15.0,1.0,14.0,14.0,12.0,0.0,,,14.0,14.0,12.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,189559.py,189559.File:::189559.py
Class,189561.ExternalPackageRef,claude-4-5-haiku/189561.py,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,4.0,1.0,1.0,7.0,1.0,6.0,6.0,4.0,0.0,,,6.0,6.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,189561.py,189561.ExternalPackageRef:::189561.py
Class,189571.Version,claude-4-5-haiku/189571.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,,,,,3.0,2.0,5.0,5.0,34.0,5.0,29.0,13.0,21.0,0.0,,,27.0,11.0,21.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,2.0,0.0,11.0,11.0,12.0,12.0,8.0,189571.py,189571.Version:::189571.py
Class,189576.CreationInfoParser,claude-4-5-haiku/189576.py,12.0,2.0,11.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,6.0,3.0,0.0,,,,,3.0,0.0,4.0,4.0,55.0,11.0,44.0,19.0,38.0,0.0,,,27.0,18.0,22.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,10.0,10.0,10.0,10.0,4.0,189576.py,189576.CreationInfoParser:::189576.py
Class,189581.PackageParser,claude-4-5-haiku/189581.py,19.0,1.0,18.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,3.0,0.0,6.0,6.0,123.0,13.0,110.0,41.0,100.0,0.0,,,56.0,38.0,49.0,,,,,,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,14.0,14.0,14.0,14.0,10.0,189581.py,189581.PackageParser:::189581.py
Class,189582.RelationshipParser,claude-4-5-haiku/189582.py,10.0,1.0,9.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,5.0,2.0,0.0,,,,,7.0,0.0,11.0,11.0,121.0,19.0,102.0,44.0,86.0,0.0,,,75.0,40.0,63.0,,,,,,7.0,7.0,8.0,8.0,3.0,0.0,4.0,0.0,32.0,32.0,35.0,35.0,13.0,189582.py,189582.RelationshipParser:::189582.py
Class,189584.SnippetParser,claude-4-5-haiku/189584.py,9.0,1.0,8.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,,,,,4.0,0.0,7.0,7.0,75.0,13.0,62.0,28.0,51.0,0.0,,,51.0,25.0,43.0,,,,,,5.0,5.0,5.0,5.0,3.0,0.0,2.0,0.0,17.0,17.0,20.0,20.0,11.0,189584.py,189584.SnippetParser:::189584.py
Class,189586.SPDXLexer,claude-4-5-haiku/189586.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,19.0,2.0,19.0,19.0,95.0,20.0,75.0,38.0,41.0,1.0,,,52.0,25.0,31.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.01,21.0,21.0,21.0,21.0,19.0,189586.py,189586.SPDXLexer:::189586.py
Class,189589.ValidationContext,claude-4-5-haiku/189589.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,,,2.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189589.py,189589.ValidationContext:::189589.py
Class,189601.CreationInfo,claude-4-5-haiku/189601.py,8.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,7.0,1.0,1.0,10.0,1.0,9.0,9.0,7.0,0.0,,,9.0,9.0,7.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,189601.py,189601.CreationInfo:::189601.py
Class,189610.ExternalMap,claude-4-5-haiku/189610.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,4.0,1.0,1.0,7.0,1.0,6.0,6.0,4.0,0.0,,,6.0,6.0,4.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,189610.py,189610.ExternalMap:::189610.py
Class,189611.ExternalReference,claude-4-5-haiku/189611.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,4.0,1.0,1.0,7.0,1.0,6.0,6.0,4.0,0.0,,,6.0,6.0,4.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,189611.py,189611.ExternalReference:::189611.py
Class,189632.NamespaceMap,claude-4-5-haiku/189632.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,,8.0,2.0,8.0,8.0,34.0,8.0,26.0,17.0,13.0,0.0,,,22.0,13.0,13.0,,,,,,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,9.0,9.0,10.0,10.0,8.0,189632.py,189632.NamespaceMap:::189632.py
Class,18993.RenderEngine,claude-4-5-haiku/18993.py,9.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,4.0,1.0,5.0,5.0,50.0,11.0,33.0,15.0,26.0,6.0,,,26.0,13.0,20.0,,,,,,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.18,8.0,8.0,9.0,9.0,5.0,18993.py,18993.RenderEngine:::18993.py
Class,190067.Span,claude-4-5-haiku/190067.py,23.0,1.0,15.0,7.0,4.0,4.0,6.0,6.0,1.0,0.0,6.0,0.0,0.0,,,,,5.0,13.0,5.0,5.0,121.0,8.0,75.0,22.0,69.0,38.0,,,35.0,22.0,29.0,,,,,,9.0,9.0,14.0,14.0,1.0,0.0,2.0,0.51,18.0,18.0,31.0,31.0,5.0,190067.py,190067.Span:::190067.py
Class,19007.CacheManager,claude-4-5-haiku/19007.py,7.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,,,,,7.0,3.0,7.0,7.0,59.0,10.0,42.0,21.0,27.0,7.0,,,39.0,18.0,27.0,,,,,,3.0,3.0,5.0,5.0,3.0,0.0,2.0,0.17,15.0,15.0,17.0,17.0,11.0,19007.py,19007.CacheManager:::19007.py
Class,190073.ZipkinBatchSender,claude-4-5-haiku/190073.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,7.0,5.0,7.0,7.0,43.0,8.0,35.0,14.0,27.0,0.0,,,34.0,14.0,26.0,,,,,,3.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,12.0,12.0,14.0,14.0,7.0,190073.py,190073.ZipkinBatchSender:::190073.py
Class,190074.ZipkinLoggingContext,claude-4-5-haiku/190074.py,21.0,2.0,17.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,5.0,0.0,0.0,,,,,6.0,16.0,6.0,6.0,136.0,18.0,100.0,35.0,93.0,18.0,,,58.0,35.0,51.0,,,,,,13.0,13.0,15.0,15.0,1.0,0.0,2.0,0.18,22.0,22.0,26.0,26.0,6.0,190074.py,190074.ZipkinLoggingContext:::190074.py
Class,190090.Framing,claude-4-5-haiku/190090.py,6.0,1.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,4.0,5.0,4.0,4.0,32.0,6.0,25.0,13.0,19.0,1.0,,,23.0,12.0,18.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.04,7.0,7.0,7.0,7.0,6.0,190090.py,190090.Framing:::190090.py
Class,190154.VEnvsCache,claude-4-5-haiku/190154.py,15.0,2.0,11.0,2.0,4.0,4.0,5.0,5.0,3.0,0.0,2.0,0.0,0.0,,,,,11.0,2.0,11.0,11.0,174.0,32.0,123.0,46.0,111.0,19.0,,,107.0,44.0,95.0,,,,,,17.0,17.0,21.0,21.0,16.0,0.0,4.0,0.15,48.0,48.0,52.0,52.0,34.0,190154.py,190154.VEnvsCache:::190154.py
Class,190155.UsageManager,claude-4-5-haiku/190155.py,9.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,9.0,2.0,9.0,9.0,88.0,17.0,60.0,37.0,43.0,11.0,,,60.0,33.0,43.0,,,,,,5.0,5.0,6.0,6.0,4.0,0.0,3.0,0.18,19.0,19.0,20.0,20.0,12.0,190155.py,190155.UsageManager:::190155.py
Class,190158._ScriptDownloader,claude-4-5-haiku/190158.py,7.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,7.0,2.0,7.0,7.0,56.0,7.0,41.0,19.0,31.0,8.0,,,38.0,17.0,28.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,2.0,0.2,14.0,14.0,16.0,16.0,7.0,190158.py,190158._ScriptDownloader:::190158.py
Class,190160.NameVerDependency,claude-4-5-haiku/190160.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,4.0,4.0,21.0,4.0,16.0,7.0,11.0,1.0,,,16.0,7.0,11.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.06,7.0,7.0,8.0,8.0,6.0,190160.py,190160.NameVerDependency:::190160.py
Class,190161.VCSDependency,claude-4-5-haiku/190161.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,5.0,5.0,29.0,5.0,13.0,7.0,7.0,11.0,,,13.0,7.0,7.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.85,6.0,6.0,6.0,6.0,5.0,190161.py,190161.VCSDependency:::190161.py
Class,190162._VCSSpecifier,claude-4-5-haiku/190162.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,6.0,1.0,3.0,2.0,1.0,2.0,,,3.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,1.0,1.0,190162.py,190162._VCSSpecifier:::190162.py
Class,190163.PipManager,claude-4-5-haiku/190163.py,15.0,1.0,13.0,1.0,3.0,3.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,,,,,6.0,5.0,6.0,6.0,97.0,11.0,79.0,24.0,71.0,7.0,,,68.0,23.0,60.0,,,,,,6.0,6.0,6.0,6.0,4.0,0.0,3.0,0.09,20.0,20.0,21.0,21.0,13.0,190163.py,190163.PipManager:::190163.py
Class,190191.VirtualPoint,claude-4-5-haiku/190191.py,6.0,0.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,,,,,24.0,11.0,24.0,24.0,185.0,24.0,128.0,48.0,96.0,33.0,,,112.0,43.0,85.0,,,,,,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.26,50.0,50.0,78.0,78.0,26.0,190191.py,190191.VirtualPoint:::190191.py
Class,190206.Calendar,claude-4-5-haiku/190206.py,13.0,2.0,9.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,6.0,0.0,6.0,6.0,87.0,20.0,56.0,23.0,49.0,11.0,,,48.0,22.0,41.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.2,15.0,15.0,16.0,16.0,6.0,190206.py,190206.Calendar:::190206.py
Class,190256.FakeInflux,claude-4-5-haiku/190256.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,0.0,5.0,5.0,17.0,5.0,11.0,6.0,5.0,1.0,,,11.0,6.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09,5.0,5.0,5.0,5.0,5.0,190256.py,190256.FakeInflux:::190256.py
Class,190260.InfluxDB,claude-4-5-haiku/190260.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,14.0,2.0,11.0,4.0,8.0,1.0,,,10.0,4.0,7.0,,,,,,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.09,4.0,4.0,4.0,4.0,4.0,190260.py,190260.InfluxDB:::190260.py
Class,190317.integrate,claude-4-5-haiku/190317.py,9.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,6.0,2.0,6.0,6.0,58.0,12.0,43.0,20.0,33.0,3.0,,,36.0,19.0,27.0,,,,,,5.0,5.0,6.0,6.0,1.0,0.0,3.0,0.07,14.0,14.0,15.0,15.0,8.0,190317.py,190317.integrate:::190317.py
Class,190350.Caption,claude-4-5-haiku/190350.py,6.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,15.0,4.0,15.0,15.0,117.0,19.0,76.0,35.0,50.0,22.0,,,59.0,25.0,43.0,,,,,,4.0,4.0,5.0,5.0,3.0,0.0,1.0,0.29,25.0,25.0,29.0,29.0,17.0,190350.py,190350.Caption:::190350.py
Class,190351.Style,claude-4-5-haiku/190351.py,6.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,16.0,2.0,9.0,5.0,5.0,5.0,,,7.0,4.0,4.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.56,3.0,3.0,3.0,3.0,2.0,190351.py,190351.Style:::190351.py
Class,190352.Timestamp,claude-4-5-haiku/190352.py,5.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,11.0,4.0,12.0,12.0,69.0,12.0,44.0,23.0,30.0,13.0,,,43.0,22.0,30.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.3,18.0,18.0,18.0,18.0,12.0,190352.py,190352.Timestamp:::190352.py
Class,190353.SBVCueBlock,claude-4-5-haiku/190353.py,11.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,1.0,3.0,3.0,3.0,41.0,6.0,18.0,14.0,12.0,17.0,,,16.0,12.0,12.0,,,,,,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.94,4.0,4.0,5.0,5.0,3.0,190353.py,190353.SBVCueBlock:::190353.py
Class,190354.SRTCueBlock,claude-4-5-haiku/190354.py,17.0,2.0,8.0,6.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,,,,,1.0,4.0,3.0,3.0,57.0,10.0,27.0,17.0,21.0,20.0,,,25.0,15.0,21.0,,,,,,5.0,5.0,6.0,6.0,5.0,0.0,1.0,0.74,7.0,7.0,8.0,8.0,7.0,190354.py,190354.SRTCueBlock:::190354.py
