Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,285598.DAG,human/285598.py,7.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,,,,,21.0,12.0,21.0,21.0,176.0,28.0,110.0,55.0,79.0,38.0,,,102.0,48.0,78.0,,,,,,5.0,5.0,5.0,5.0,5.0,0.0,2.0,0.35,36.0,36.0,38.0,38.0,25.0,285598.py,285598.DAG:::285598.py
Class,285599.DAGContext,human/285599.py,11.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,,,,,12.0,9.0,12.0,12.0,153.0,27.0,62.0,27.0,46.0,64.0,,,59.0,24.0,46.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.03,21.0,21.0,21.0,21.0,19.0,285599.py,285599.DAGContext:::285599.py
Class,285602.DAGVar,human/285602.py,9.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,11.0,11.0,128.0,21.0,65.0,35.0,42.0,42.0,,,50.0,24.0,38.0,,,,,,4.0,4.0,5.0,5.0,3.0,0.0,2.0,0.65,20.0,20.0,22.0,22.0,13.0,285602.py,285602.DAGVar:::285602.py
Class,285603.DAGVariables,human/285603.py,17.0,1.0,13.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,48.0,5.0,34.0,16.0,29.0,9.0,,,34.0,16.0,29.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,3.0,0.26,11.0,11.0,12.0,12.0,3.0,285603.py,285603.DAGVariables:::285603.py
Class,285605._DAGVariablesItem,human/285605.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,16.0,1.0,12.0,8.0,11.0,3.0,,,12.0,8.0,11.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,285605.py,285605._DAGVariablesItem:::285605.py
Class,285628._CategoryDetail,human/285628.py,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,7.0,1.0,4.0,4.0,2.0,2.0,,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,285628.py,285628._CategoryDetail:::285628.py
Class,285629._RegistryItem,human/285629.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,3.0,1.0,,,4.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,285629.py,285629._RegistryItem:::285629.py
Class,285632._RegisterItem,human/285632.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,15.0,2.0,10.0,5.0,7.0,3.0,,,10.0,5.0,7.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3,2.0,2.0,2.0,2.0,2.0,285632.py,285632._RegisterItem:::285632.py
Class,285642.FlowFactory,human/285642.py,53.0,0.0,51.0,2.0,16.0,16.0,19.0,19.0,13.0,0.0,7.0,0.0,0.0,,,,,4.0,1.0,4.0,4.0,219.0,5.0,206.0,73.0,199.0,8.0,,,200.0,70.0,193.0,,,,,,41.0,41.0,50.0,50.0,37.0,0.0,5.0,0.04,64.0,64.0,75.0,75.0,51.0,285642.py,285642.FlowFactory:::285642.py
Class,285650._KeyToNodeItem,human/285650.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,5.0,1.0,,,6.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,285650.py,285650._KeyToNodeItem:::285650.py
Class,285733.CacheConfig,human/285733.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,,,3.0,3.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,285733.py,285733.CacheConfig:::285733.py
Class,285747.MetricManage,human/285747.py,4.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,1.0,4.0,4.0,23.0,4.0,14.0,8.0,9.0,5.0,,,14.0,8.0,9.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.36,6.0,6.0,6.0,6.0,4.0,285747.py,285747.MetricManage:::285747.py
Class,285752.FileStorageSystem,human/285752.py,14.0,1.0,9.0,4.0,3.0,3.0,3.0,3.0,2.0,0.0,6.0,0.0,0.0,,,,,9.0,4.0,9.0,9.0,139.0,17.0,88.0,39.0,76.0,34.0,,,86.0,37.0,76.0,,,,,,6.0,6.0,7.0,7.0,6.0,0.0,2.0,0.39,25.0,25.0,28.0,28.0,20.0,285752.py,285752.FileStorageSystem:::285752.py
Class,285753.FileStorageURI,human/285753.py,9.0,0.0,8.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,2.0,6.0,4.0,4.0,45.0,4.0,36.0,23.0,29.0,5.0,,,34.0,21.0,29.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,1.0,0.14,10.0,10.0,12.0,12.0,6.0,285753.py,285753.FileStorageURI:::285753.py
Class,285758.StreamedBytesIO,human/285758.py,7.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,,,,,8.0,2.0,8.0,8.0,70.0,13.0,36.0,15.0,27.0,21.0,,,34.0,15.0,25.0,,,,,,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.58,13.0,13.0,13.0,13.0,10.0,285758.py,285758.StreamedBytesIO:::285758.py
Class,285765.ModelInferenceMetrics,human/285765.py,22.0,1.0,17.0,4.0,8.0,8.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,0.0,3.0,3.0,102.0,6.0,69.0,36.0,64.0,27.0,,,63.0,35.0,59.0,,,,,,14.0,14.0,14.0,14.0,1.0,0.0,1.0,0.39,23.0,23.0,24.0,24.0,3.0,285765.py,285765.ModelInferenceMetrics:::285765.py
Class,285768.ModelRequest,human/285768.py,14.0,1.0,6.0,7.0,2.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,,,,,9.0,0.0,11.0,11.0,200.0,27.0,87.0,40.0,72.0,86.0,,,76.0,37.0,64.0,,,,,,7.0,7.0,8.0,8.0,1.0,0.0,2.0,0.99,27.0,27.0,30.0,30.0,11.0,285768.py,285768.ModelRequest:::285768.py
Class,285770.MediaContent,human/285770.py,13.0,0.0,12.0,1.0,5.0,5.0,5.0,5.0,4.0,0.0,6.0,0.0,0.0,,,,,2.0,0.0,12.0,12.0,269.0,19.0,162.0,41.0,137.0,88.0,,,129.0,31.0,114.0,,,,,,13.0,13.0,16.0,16.0,12.0,0.0,3.0,0.54,63.0,63.0,68.0,68.0,52.0,285770.py,285770.MediaContent:::285770.py
Class,285772.MediaObject,human/285772.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,1.0,,,3.0,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,285772.py,285772.MediaObject:::285772.py
Class,285781.ModelMessageRoleType,human/285781.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,6.0,0.0,5.0,5.0,4.0,1.0,,,5.0,5.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,285781.py,285781.ModelMessageRoleType:::285781.py
Class,285786.ChatComposerInput,human/285786.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,3.0,1.0,,,4.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,285786.py,285786.ChatComposerInput:::285786.py
Class,285837.QuerySpec,human/285837.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,14.0,2.0,5.0,5.0,3.0,7.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.4,1.0,1.0,1.0,1.0,1.0,285837.py,285837.QuerySpec:::285837.py
Class,285850.VariablesPlaceHolder,human/285850.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,4.0,3.0,4.0,4.0,30.0,4.0,21.0,10.0,16.0,5.0,,,21.0,8.0,16.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.24,8.0,8.0,8.0,8.0,8.0,285850.py,285850.VariablesPlaceHolder:::285850.py
Class,285911.AdapterEntry,human/285911.py,3.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,9.0,2.0,6.0,5.0,3.0,1.0,,,6.0,5.0,3.0,,,,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.17,2.0,2.0,3.0,3.0,2.0,285911.py,285911.AdapterEntry:::285911.py
Class,285953.ModelLoader,human/285953.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,9.0,2.0,5.0,4.0,2.0,2.0,,,5.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,2.0,2.0,2.0,2.0,2.0,285953.py,285953.ModelLoader:::285953.py
Class,285962.ModelInstance,human/285962.py,5.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,25.0,2.0,20.0,11.0,16.0,3.0,,,19.0,10.0,16.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.15,4.0,4.0,4.0,4.0,4.0,285962.py,285962.ModelInstance:::285962.py
Class,285963.ModelType,human/285963.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,6.0,6.0,5.0,1.0,,,6.0,6.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,285963.py,285963.ModelType:::285963.py
Class,285965.WorkerApplyOutput,human/285965.py,12.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,18.0,2.0,12.0,8.0,9.0,4.0,,,11.0,7.0,9.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.33,2.0,2.0,2.0,2.0,1.0,285965.py,285965.WorkerApplyOutput:::285965.py
Class,285989.WorkerRunData,human/285989.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,26.0,2.0,23.0,13.0,19.0,1.0,,,22.0,12.0,19.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.04,2.0,2.0,2.0,2.0,2.0,285989.py,285989.WorkerRunData:::285989.py
Class,285992.ModelInstanceEntity,human/285992.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,21.0,1.0,17.0,16.0,16.0,3.0,,,17.0,16.0,16.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,285992.py,285992.ModelInstanceEntity:::285992.py
Class,285997.ModelStorage,human/285997.py,9.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,1.0,5.0,5.0,51.0,10.0,17.0,11.0,11.0,24.0,,,17.0,11.0,11.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.41,5.0,5.0,5.0,5.0,5.0,285997.py,285997.ModelStorage:::285997.py
Class,286010.CompressionConfig,human/286010.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,6.0,2.0,5.0,1.0,,,6.0,2.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,286010.py,286010.CompressionConfig:::286010.py
Class,286040.ProxyModel,human/286040.py,6.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,3.0,3.0,3.0,3.0,22.0,5.0,9.0,7.0,5.0,8.0,,,9.0,7.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.89,3.0,3.0,3.0,3.0,3.0,286040.py,286040.ProxyModel:::286040.py
Class,286056.LLMPerformanceMetrics,human/286056.py,13.0,0.0,12.0,1.0,4.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,31.0,1.0,28.0,18.0,26.0,2.0,,,28.0,18.0,26.0,,,,,,4.0,4.0,7.0,7.0,1.0,0.0,1.0,0.07,4.0,4.0,7.0,7.0,1.0,286056.py,286056.LLMPerformanceMetrics:::286056.py
Class,286057.LLMPerformanceMonitor,human/286057.py,11.0,0.0,10.0,2.0,3.0,3.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,,,,,6.0,3.0,6.0,6.0,77.0,6.0,60.0,23.0,53.0,11.0,,,60.0,23.0,53.0,,,,,,6.0,6.0,10.0,10.0,1.0,0.0,3.0,0.18,17.0,17.0,21.0,21.0,6.0,286057.py,286057.LLMPerformanceMonitor:::286057.py
Class,286059.ParsedChatMessage,human/286059.py,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,5.0,1.0,1.0,9.0,1.0,7.0,7.0,5.0,1.0,,,7.0,7.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,1.0,1.0,286059.py,286059.ParsedChatMessage:::286059.py
Class,286061.LRUTokenCache,human/286061.py,12.0,0.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,,,,,5.0,4.0,5.0,5.0,70.0,7.0,46.0,16.0,40.0,17.0,,,46.0,16.0,40.0,,,,,,8.0,8.0,12.0,12.0,5.0,0.0,3.0,0.37,13.0,13.0,17.0,17.0,9.0,286061.py,286061.LRUTokenCache:::286061.py
Class,286062.ProxyTokenizerWrapper,human/286062.py,18.0,1.0,13.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,5.0,0.0,0.0,,,,,3.0,2.0,3.0,3.0,57.0,5.0,41.0,10.0,36.0,11.0,,,37.0,10.0,32.0,,,,,,7.0,7.0,7.0,7.0,6.0,0.0,2.0,0.27,13.0,13.0,13.0,13.0,10.0,286062.py,286062.ProxyTokenizerWrapper:::286062.py
Class,286112.QueryRewrite,human/286112.py,20.0,1.0,14.0,5.0,4.0,4.0,4.0,4.0,2.0,0.0,5.0,0.0,0.0,,,,,4.0,4.0,4.0,4.0,89.0,10.0,55.0,24.0,49.0,24.0,,,55.0,23.0,49.0,,,,,,12.0,12.0,12.0,12.0,4.0,0.0,3.0,0.44,17.0,17.0,17.0,17.0,7.0,286112.py,286112.QueryRewrite:::286112.py
Class,286116.FieldSummary,human/286116.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,8.0,1.0,5.0,5.0,3.0,2.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,286116.py,286116.FieldSummary:::286116.py
Class,286117.IndexSummary,human/286117.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,8.0,1.0,5.0,5.0,3.0,2.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,286117.py,286117.IndexSummary:::286117.py
Class,286118.TableSummary,human/286118.py,6.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,4.0,1.0,1.0,9.0,1.0,6.0,6.0,4.0,2.0,,,6.0,6.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,286118.py,286118.TableSummary:::286118.py
Class,286150.LLMCacheKeyData,human/286150.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,7.0,5.0,6.0,1.0,,,7.0,5.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,286150.py,286150.LLMCacheKeyData:::286150.py
Class,286152.LLMCacheValueData,human/286152.py,10.0,0.0,9.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,,,,,3.0,0.0,4.0,4.0,50.0,4.0,41.0,16.0,34.0,5.0,,,36.0,14.0,31.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,3.0,0.12,12.0,12.0,12.0,12.0,4.0,286152.py,286152.LLMCacheValueData:::286152.py
Class,286163.StorageItem,human/286163.py,10.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,4.0,4.0,61.0,11.0,25.0,17.0,17.0,25.0,,,22.0,14.0,17.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,286163.py,286163.StorageItem:::286163.py
Class,286166.ChatHistoryEntity,human/286166.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,19.0,0.0,18.0,13.0,17.0,1.0,,,18.0,13.0,17.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,286166.py,286166.ChatHistoryEntity:::286166.py
Class,286167.ChatHistoryMessageEntity,human/286167.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,10.0,9.0,9.0,1.0,,,10.0,9.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,286167.py,286167.ChatHistoryMessageEntity:::286167.py
Class,286203.SystemGuard,human/286203.py,7.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,26.0,3.0,20.0,9.0,16.0,3.0,,,19.0,8.0,15.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.15,6.0,6.0,6.0,6.0,3.0,286203.py,286203.SystemGuard:::286203.py
Class,286205.NullContext,human/286205.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,4.0,0.0,4.0,4.0,18.0,4.0,9.0,5.0,4.0,5.0,,,9.0,5.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.56,4.0,4.0,4.0,4.0,4.0,286205.py,286205.NullContext:::286205.py
Class,286210.ConfigInfo,human/286210.py,8.0,0.0,8.0,0.0,3.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,6.0,2.0,2.0,19.0,2.0,17.0,10.0,14.0,0.0,,,17.0,10.0,14.0,,,,,,4.0,4.0,6.0,6.0,1.0,0.0,1.0,0.0,5.0,5.0,7.0,7.0,2.0,286210.py,286210.ConfigInfo:::286210.py
Class,286216.EnvVarSetHook,human/286216.py,12.0,0.0,9.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,27.0,2.0,18.0,10.0,15.0,7.0,,,18.0,10.0,15.0,,,,,,4.0,4.0,5.0,5.0,4.0,0.0,2.0,0.39,6.0,6.0,7.0,7.0,5.0,286216.py,286216.EnvVarSetHook:::286216.py
Class,286221.MDXDocGenerator,human/286221.py,16.0,0.0,15.0,1.0,4.0,4.0,5.0,5.0,2.0,0.0,8.0,0.0,0.0,,,,,9.0,3.0,9.0,9.0,156.0,9.0,140.0,59.0,129.0,10.0,,,138.0,57.0,127.0,,,,,,11.0,11.0,13.0,13.0,7.0,0.0,5.0,0.07,39.0,39.0,42.0,42.0,17.0,286221.py,286221.MDXDocGenerator:::286221.py
Class,286223.Output,human/286223.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,,,3.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,286223.py,286223.Output:::286223.py
Class,286276.Span,human/286276.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,7.0,9.0,7.0,7.0,49.0,7.0,37.0,20.0,29.0,5.0,,,37.0,20.0,29.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.14,16.0,16.0,17.0,17.0,7.0,286276.py,286276.Span:::286276.py
Class,286288.TracerManager,human/286288.py,5.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,25.0,2.0,25.0,25.0,137.0,26.0,105.0,53.0,77.0,6.0,,,104.0,53.0,76.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,2.0,0.06,52.0,52.0,59.0,59.0,26.0,286288.py,286288.TracerManager:::286288.py
Class,286314.Client,human/286314.py,16.0,1.0,6.0,9.0,2.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,,,,,14.0,5.0,14.0,14.0,244.0,33.0,84.0,41.0,68.0,127.0,,,80.0,39.0,64.0,,,,,,8.0,8.0,8.0,8.0,6.0,0.0,6.0,1.51,30.0,30.0,31.0,31.0,19.0,286314.py,286314.Client:::286314.py
Class,286315.Client,human/286315.py,16.0,1.0,6.0,9.0,2.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,,,,,14.0,5.0,14.0,14.0,244.0,33.0,84.0,41.0,68.0,127.0,,,80.0,39.0,64.0,,,,,,8.0,8.0,8.0,8.0,6.0,0.0,6.0,1.51,30.0,30.0,31.0,31.0,19.0,286315.py,286315.Client:::286315.py
Class,286360.ExcelReader,human/286360.py,12.0,0.0,12.0,0.0,3.0,3.0,4.0,4.0,2.0,0.0,5.0,0.0,0.0,,,,,14.0,3.0,14.0,14.0,187.0,14.0,173.0,78.0,157.0,0.0,,,166.0,75.0,150.0,,,,,,7.0,7.0,9.0,9.0,7.0,0.0,4.0,0.0,44.0,44.0,49.0,49.0,22.0,286360.py,286360.ExcelReader:::286360.py
Abstract Class,286362.Ability,human/286362.py,5.0,0.0,5.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,,,,,6.0,0.0,8.0,8.0,58.0,8.0,50.0,21.0,35.0,0.0,,,40.0,15.0,31.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,19.0,19.0,21.0,21.0,18.0,286362.py,286362.Ability:::286362.py
Class,286388.RedisConnector,human/286388.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,286388.py,286388.RedisConnector:::286388.py
Class,286390.DbInfo,human/286390.py,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,7.0,1.0,4.0,4.0,2.0,2.0,,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,286390.py,286390.DbInfo:::286390.py
Class,286391.GatewayClient,human/286391.py,16.0,0.0,15.0,1.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,,,,,5.0,8.0,5.0,5.0,86.0,5.0,76.0,27.0,69.0,5.0,,,74.0,23.0,67.0,,,,,,9.0,9.0,9.0,9.0,3.0,0.0,6.0,0.07,17.0,17.0,20.0,20.0,7.0,286391.py,286391.GatewayClient:::286391.py
Class,286395.ServerSettings,human/286395.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,14.0,8.0,13.0,0.0,,,14.0,8.0,13.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286395.py,286395.ServerSettings:::286395.py
Class,286396.StdioToWsArgs,human/286396.py,12.0,0.0,12.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,,,,,1.0,11.0,1.0,1.0,15.0,1.0,13.0,13.0,11.0,1.0,,,13.0,13.0,11.0,,,,,,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.08,1.0,1.0,3.0,3.0,1.0,286396.py,286396.StdioToWsArgs:::286396.py
